date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:42:45	2656/2656	---MC-	200	added ('OK')	text/xml	date:Thu,%2013%20May%202021%2003:42:45%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2F2020%2F06%2F10%2Feveryday-health-special-report%2F&format=xml	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embed4656	(from https://doctoralvaropoma.com/2020/06/10/everyday-health-special-report/)
22:42:46	5468/5468	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2002:49:33%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/06/ESGUINCE-DE-TOBILLO-1.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/06/ESGUINCE-DE-TOBILLO-1.jpg	(from https://doctoralvaropoma.com/2020/06/10/everyday-health-special-report/)
22:42:47	7918/7918	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:46%20GMT	https://doctoralvaropoma.com/wp-json/wp/v2/posts/198	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/wp/v2/posts/198.json	(from https://doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/)
22:42:47	876/876	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2013%20May%202021%2003:42:47%20GMT	https://doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/feed/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/feed/index.html	(from https://doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/)
22:42:47	49419/49419	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20May%202021%2003:42:46%20GMT	https://doctoralvaropoma.com/category/uncategorized/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/category/uncategorized/index.html	(from https://doctoralvaropoma.com/2020/06/10/everyday-health-special-report/)
22:42:47	2628/2628	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:47%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2F2020%2F06%2F10%2Fnatural-flu-remedies-that-actually-work%2F	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embed2b90.json	(from https://doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/)
22:42:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20May%202021%2003:42:47%20GMT	https://doctoralvaropoma.com/?p=198	C:/My%20Web%20Sites/test/doctoralvaropoma.com/indexd1c3.html	(from https://doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/)
22:42:48	2751/2751	---MC-	200	added ('OK')	text/xml	date:Thu,%2013%20May%202021%2003:42:48%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2F2020%2F06%2F10%2Fnatural-flu-remedies-that-actually-work%2F&format=xml	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embedfa7f	(from https://doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/)
22:42:48	5848/5848	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2002:59:15%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/06/NECROSIS.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/06/NECROSIS.jpg	(from https://doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/)
22:42:49	6254/6254	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:49%20GMT	https://doctoralvaropoma.com/wp-json/wp/v2/posts/1	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/wp/v2/posts/1.json	(from https://doctoralvaropoma.com/2020/06/09/can-weight-loss/)
22:42:49	814/814	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2013%20May%202021%2003:42:50%20GMT	https://doctoralvaropoma.com/2020/06/09/can-weight-loss/feed/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/2020/06/09/can-weight-loss/feed/index.html	(from https://doctoralvaropoma.com/2020/06/09/can-weight-loss/)
22:42:50	2548/2548	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:50%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2F2020%2F06%2F09%2Fcan-weight-loss%2F	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embed9fab.json	(from https://doctoralvaropoma.com/2020/06/09/can-weight-loss/)
22:42:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20May%202021%2003:42:50%20GMT	https://doctoralvaropoma.com/?p=1	C:/My%20Web%20Sites/test/doctoralvaropoma.com/indexcff1.html	(from https://doctoralvaropoma.com/2020/06/09/can-weight-loss/)
22:42:51	2671/2671	---MC-	200	added ('OK')	text/xml	date:Thu,%2013%20May%202021%2003:42:51%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2F2020%2F06%2F09%2Fcan-weight-loss%2F&format=xml	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embedfd0b	(from https://doctoralvaropoma.com/2020/06/09/can-weight-loss/)
22:42:51	5686/5686	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2003:04:00%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/06/LESIONES-DE-HOMBRO.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/06/LESIONES-DE-HOMBRO.jpg	(from https://doctoralvaropoma.com/2020/06/09/can-weight-loss/)
22:42:52	38400/38400	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2013%20May%202021%2003:42:52%20GMT	https://doctoralvaropoma.com/CMSWebParts/CLCBlog/AjaxCLCBlogReservaTuHoraTooltip.aspx?idCentroMedico=1&nombre=Vicente&apellido=Guti%c3%a9rrez	C:/My%20Web%20Sites/test/doctoralvaropoma.com/CMSWebParts/CLCBlog/AjaxCLCBlogReservaTuHoraTooltipc309.aspx	(from https://doctoralvaropoma.com/2020/06/09/can-weight-loss/)
22:42:53	38400/38400	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2013%20May%202021%2003:42:53%20GMT	https://doctoralvaropoma.com/INFORMACION-AL-PACIENTE/Su-doctor/Perfil.aspx?codmed=941	C:/My%20Web%20Sites/test/doctoralvaropoma.com/INFORMACION-AL-PACIENTE/Su-doctor/Perfilfcdc.aspx	(from https://doctoralvaropoma.com/2020/06/09/can-weight-loss/)
22:42:54	636/636	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:54%20GMT	https://doctoralvaropoma.com/wp-json/wp/v2/categories/1	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/wp/v2/categories/1.json	(from https://doctoralvaropoma.com/category/uncategorized/)
22:42:54	16007/16007	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2025%20Apr%202021%2016:54:55%20GMT	https://doctoralvaropoma.com/category/uncategorized/feed/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/category/uncategorized/feed/index.html	(from https://doctoralvaropoma.com/category/uncategorized/)
